batch_size,metric,learning_type,dataset,split_type,model,seed,traj
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,1,"[0.8365932251473547, 0.7083458091207947, 0.6897215348186206, 0.7228468154661486, 0.7178107724350089, 0.6653701000907843, 0.6700292852501378, 0.6700954820250724, 0.6606372419135764, 0.6824943383736402, 0.6843956784007268, 0.6794404006299835, 0.6523503092146608, 0.6523958042175442, 0.6629297894125777, 0.6504592539604976, 0.6641797244325697, 0.683717362257081, 0.6588437570268642, 0.6343434608219614, 0.6625119824538209, 0.6703142137311398, 0.6248923910438194, 0.6442925153279169, 0.6567577473427672, 0.6360519191652111, 0.6571996086900027, 0.6232141099807186, 0.6361145915050951, 0.6969085268291657, 0.6486777245522952, 0.6268545168977017, 0.6559220652474208, 0.7719669767382584, 0.7430675540370216, 0.7145341474275813, 0.7577905875457541, 0.7588173566677966, 0.7325511719104675, 0.6773325973070767, 0.7194279184492047, 0.704159450808313, 0.6736906942005818, 0.6896885472374967, 0.6556836157432594, 0.6883581711130147, 0.6993879023893268, 0.6502407856091702, 0.6594826129979607, 0.6304881481651624, 0.6358696125160618, 0.6676091694115288, 0.6512093776791462, 0.6367194056883424, 0.6574421455539737, 0.6873374678710586, 0.6429093254984767, 0.7013819649501054, 0.6544684465887644, 0.7024402862288993, 0.6778559541752015, 0.6500480251428972, 0.6596265952610361, 0.6334182612278078, 0.6100255085347888, 0.6099072401116244, 0.6155356476141463, 0.6259654897872949, 0.6104143337027496, 0.6080752170528846, 0.6582321783282153, 0.6236496192708774, 0.6477157773475906, 0.6461095125975099, 0.6354050097352627, 0.6080726064332261, 0.6492703984793479, 0.6223869307495798, 0.6251864262569962, 0.6441262425692744, 0.6433921363049951]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,2,"[0.8602614224822813, 0.697275966639254, 0.709256041591021, 0.7072835660188719, 0.6806146742184331, 0.6722802689336749, 0.6713491509486821, 0.6548228610699477, 0.703073798257306, 0.7138544067024213, 0.69543851387949, 0.6967185177626047, 0.6918692295088894, 0.6482636599407734, 0.7303826924076333, 0.6636973227705661, 0.6740445486138495, 0.750217147713945, 0.7169784875947536, 0.6682616043667406, 0.7569285098228704, 0.6545166740370068, 0.6742502304882347, 0.6526635888150627, 0.6341440858840822, 0.6437153824065959, 0.6500442257399995, 0.6307281662351011, 0.633655015144051, 0.6315384721140043, 0.6397423735420861, 0.6260345716285387, 0.6285245516898469, 0.62549488177953, 0.6351140561659784, 0.6221006165273925, 0.6446044916133024, 0.6698182740262392, 0.6414628643902518, 0.6594034196141844, 0.6520703872119326, 0.6624133706565164, 0.6755922214180005, 0.6502410729825269, 0.657354792796491, 0.6459877639238069, 0.6662348425422803, 0.7029056446944391, 0.6850867601807774, 0.6929616433647977, 0.6456288676514459, 0.644204119514676, 0.6642054774466383, 0.6675605153410671, 0.6609093786714559, 0.6410669963966275, 0.6524088540072944, 0.6412259663844712, 0.6231030937782719, 0.6425686307997265, 0.6554175564959579, 0.6398092764525953, 0.6566244871464711, 0.6933265244205081, 0.6367161720511361, 0.6384732180700949, 0.653169610420651, 0.663414998583943, 0.631164944666397, 0.6334110639640014, 0.6547461501311298, 0.6708886564025137, 0.6689933864886314, 0.6853267192960831, 0.6619340068242882, 0.6510361895138403, 0.6681393096359903, 0.6966117499108323, 0.6792770298722266, 0.6545754477673236, 0.6723089571274994]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,3,"[0.6558261421632446, 0.6357411245170081, 0.6319910369975502, 0.6487137852052808, 0.6543944520959151, 0.6547744625621974, 0.6571485215313992, 0.6706766109766329, 0.6700106326883272, 0.6510703269454415, 0.6570278754846988, 0.6622662384536736, 0.6656577476931613, 0.6638298712768964, 0.633953011941637, 0.6354655091900163, 0.622245818807836, 0.6150122023789396, 0.6237185425141493, 0.6382474202470287, 0.6148039063070991, 0.6039989435114325, 0.639426723060998, 0.6135292568299797, 0.6165697242730291, 0.6400633555444929, 0.6115141678235609, 0.6016828890854746, 0.6094431770934542, 0.598834255793308, 0.6093988880731485, 0.6038267428207245, 0.5987125201030321, 0.5850569864131951, 0.5891404757596607, 0.5852027286753805, 0.595054926983468, 0.6119996288805276, 0.601467318691006, 0.6289106790441327, 0.6145895309519627, 0.6307460782683947, 0.6289975104725989, 0.6059781704077477, 0.593457664670353, 0.6463372382562014, 0.6090498811127631, 0.6080905309790466, 0.6059607323074022, 0.6439693354565699, 0.6323237785370477, 0.6472021974005191, 0.6872462196617974, 0.5942301364220711, 0.6277720959291485, 0.6792811624687916, 0.6276009768409523, 0.6698079381527572, 0.645634637470895, 0.7097833333576476, 0.7135942756661321, 0.7668978309262993, 0.6887252768532584, 0.6979372677599035, 0.7709764131389392, 0.7339007733217107, 0.7145939238109444, 0.6691039007858626, 0.6823670369822517, 0.6598075978647128, 0.6092685597630204, 0.6374215112381292, 0.6671794821840739, 0.6422937254870978, 0.6739539241659478, 0.6520073280632951, 0.6140640796571484, 0.6125246553200568, 0.6022213351606418, 0.677005267618969, 0.6256078422125022]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,4,"[0.8079920697259687, 0.8065872184688024, 0.6741839529220014, 0.7057741207078616, 0.6729547926207025, 0.6661350763847048, 0.6514066192142428, 0.6727929239842475, 0.6500671113196971, 0.6560345612071232, 0.6543941797156138, 0.653518825327867, 0.6561253238724033, 0.6457889706727378, 0.6728390715714258, 0.6325188200804633, 0.6340596796500397, 0.6528230718963054, 0.6249809417580928, 0.6601101703920033, 0.6556497853623655, 0.6207819262958434, 0.6657281872927925, 0.6512730675551407, 0.6383447285587764, 0.6264157567851814, 0.6540638242855458, 0.6575445460958029, 0.6493068422997343, 0.6606429318231439, 0.6872676865954827, 0.7139785657143543, 0.6413682810804302, 0.6809045826444161, 0.6823421065159704, 0.6489640554339599, 0.6677250556203238, 0.6948289278261083, 0.6574116078231381, 0.7204216463969331, 0.6695590211785853, 0.7809587467881908, 0.7174952231384106, 0.6810116886187992, 0.6093392397255661, 0.6732512058543598, 0.6183274602107662, 0.6785779543522643, 0.6466721389311498, 0.628771081042702, 0.6732018454130053, 0.6438554945634403, 0.637486198209278, 0.632582730876976, 0.6431353168093699, 0.6977717399928417, 0.6273717387768107, 0.6328078044830266, 0.6189009275023423, 0.6200638109935908, 0.636874274066384, 0.6864786845753232, 0.6169168861033757, 0.645605591598098, 0.628187183749323, 0.6183474442450296, 0.649609517674455, 0.6759296398068105, 0.629767909777698, 0.594209159569029, 0.6029001621295386, 0.5877594554187094, 0.5868987081333832, 0.5945852202877124, 0.6510302992072694, 0.5825140467922899, 0.5584013913922593, 0.6000754174949999, 0.5831987622204168, 0.5877898127831962, 0.5802998326522241]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,5,"[0.841788382950977, 0.837621372814211, 0.852300615070962, 0.833038802372777, 0.8156971523709206, 0.8004744868188867, 0.7947184963842449, 0.7975625282699206, 0.7945901426232718, 0.7623715631412136, 0.7486090561169435, 0.7935604627847965, 0.8088586451985416, 0.7827898208451594, 0.8329797511153654, 0.8167011861577614, 0.7977239081864891, 0.8177394813539764, 0.7811605368532556, 0.769894653630826, 0.7324640122223842, 0.7889750036298118, 0.7899300935245278, 0.7529898728820152, 0.7355099188058382, 0.701766380998646, 0.7019319873333539, 0.7528140868147768, 0.7239043446265605, 0.6534374410608325, 0.6865909321792802, 0.6594815328853196, 0.6546970749796347, 0.7053147896625199, 0.6497230250197746, 0.6375174560709892, 0.6262168499135126, 0.6284995947188373, 0.5907258408488578, 0.6108387698971598, 0.5852723001504402, 0.6006684198641634, 0.5845857041217262, 0.5801334116641268, 0.5929891050271981, 0.588631164845012, 0.5756685218121891, 0.5711239120200251, 0.5787703034217448, 0.6163159605256201, 0.5972634592525369, 0.592287552508453, 0.6051581557964116, 0.5875428050799659, 0.6053538440639245, 0.603441832938922, 0.5985125734429194, 0.6084618318069387, 0.584447696015155, 0.5761358251078649, 0.571961877278843, 0.5726965071745005, 0.601679913340137, 0.5807563579654839, 0.5992979172421169, 0.5755704026850623, 0.5811151070801035, 0.5683715853878873, 0.5828921600066485, 0.5836734471087701, 0.5734157956559234, 0.5732777996364533, 0.5706242727669514, 0.5774363605238907, 0.5677501485649107, 0.5753838002658701, 0.575713390283591, 0.5556160191490633, 0.5626584385277488, 0.5691808051196235, 0.5899270889532875]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,6,"[0.7045085299954994, 0.6673587165776023, 0.6584438992770723, 0.6674002734084515, 0.6580138240312843, 0.6553464102070526, 0.6537627341765844, 0.648578181666478, 0.6499960369562608, 0.6630015296815482, 0.6559347707943429, 0.6573712185390375, 0.6657148194858612, 0.6544979460964241, 0.6738714706083697, 0.6560689387413493, 0.651182296200326, 0.6663014018105645, 0.6700305579669331, 0.6632356601773197, 0.6670146671260747, 0.6763698463982182, 0.68213507659016, 0.6710205676762974, 0.7024579355738954, 0.650478779979728, 0.6898787789987685, 0.6461974311149791, 0.6131434528611341, 0.6121883365940923, 0.6155215124194798, 0.6507063618141655, 0.6154445490190469, 0.5937524465311704, 0.6332132320725077, 0.604174306622053, 0.5913540649675998, 0.6121874456454299, 0.5990366878180683, 0.6157938843720343, 0.5850186166818468, 0.6201964991331594, 0.6023885786687695, 0.5943145989378219, 0.6147690136764338, 0.6003102130805449, 0.5862486553648386, 0.6134908936355775, 0.5936510660662339, 0.6172055684973091, 0.6335990881983344, 0.6157728526915008, 0.6390527889875356, 0.6180196890586858, 0.6243915897475262, 0.6267222004813566, 0.6392582542544126, 0.6232124377153003, 0.6277926680552091, 0.597296333367878, 0.5821450465264428, 0.6008027176750929, 0.6112206412063674, 0.6202699984220922, 0.6025967146406239, 0.583882113175575, 0.6014393057236064, 0.5780425862975395, 0.5868028543804938, 0.5815114782849653, 0.5882340379150004, 0.6107318350198565, 0.5915130534657583, 0.5888780930293188, 0.5756487425989223, 0.5946432325515084, 0.5767560743768915, 0.5964404361765235, 0.5795438792725297, 0.5790032318176621, 0.5691816056680855]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,7,"[0.7729252067525257, 0.7757746181138977, 0.7786370575488051, 0.7853958507526005, 0.7815235186154476, 0.7899898946263207, 0.779061384519034, 0.7598296684708676, 0.7378567439692322, 0.7112360298319539, 0.7026651081212523, 0.6770608860631332, 0.6971009548072884, 0.6980494966541928, 0.7130171984359943, 0.7438557642177457, 0.6932158901206997, 0.6998388440746682, 0.6805981547729841, 0.6923595293392082, 0.7027579703798646, 0.7221931975505739, 0.6981862343787405, 0.6779097560533733, 0.7195859772941676, 0.6396381985139145, 0.6801800840523514, 0.6769846070412564, 0.625162445758489, 0.6473910476499896, 0.5896874737134948, 0.613835015231589, 0.6179796557443898, 0.5671721133269475, 0.6134747263734697, 0.5848178585150601, 0.5887196275414289, 0.5583711021350051, 0.568867715686299, 0.562864899072701, 0.584334886660005, 0.6258022252967645, 0.5795421395556943, 0.5768403485371933, 0.5851653517745289, 0.5691798848140469, 0.5696086595174652, 0.5668994633413748, 0.6059802749958726, 0.5799800657679239, 0.5910173131917953, 0.5916737822377466, 0.5633083490663962, 0.5683607293384986, 0.5649640443507883, 0.5599584664419195, 0.5680042099403466, 0.5568941742778508, 0.5811455533869243, 0.571985885363116, 0.5583428208423301, 0.5705995609373982, 0.5599809930835388, 0.548371358651748, 0.5487379185310367, 0.5521868236667022, 0.5444982433646229, 0.5587949235696977, 0.5434699287713733, 0.542617186687943, 0.6057512315274451, 0.555853622126915, 0.5480510467397655, 0.5500360097648209, 0.5401510062623569, 0.5502292815010256, 0.5921721168947202, 0.5499588787103239, 0.5792771851979174, 0.5611154805507772, 0.5402745348657136]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,8,"[0.8674680213540882, 0.87087894702358, 0.8838611693477686, 0.8402952671148782, 0.8662794891726089, 0.8407063395481041, 0.7993285871911099, 0.6832000359729233, 0.7254018999789138, 0.7493431056287955, 0.7620871207487684, 0.7894902469504328, 0.7450667250182803, 0.758214714632471, 0.8080349271274484, 0.8020873188929699, 0.7942289778265663, 0.7459583504023145, 0.8288106038040984, 0.7219666713308771, 0.8433114470076616, 0.7558012907285696, 0.8299065903764472, 0.8370034988484624, 0.8417730497487368, 0.6762656620502436, 0.7463394371794193, 0.8300051719245628, 0.7846740637355836, 0.8814377719952314, 0.7963629258950464, 0.7647508030426599, 0.7645135859153506, 0.7675785418442386, 0.7249692328855616, 0.8008686812767339, 0.7681555530769765, 0.7319156555868068, 0.719388587304217, 0.7698655579432311, 0.7608209738738718, 0.7532677452997397, 0.7146200438540661, 0.684311066827671, 0.6227573717049227, 0.6857424908647749, 0.7259177544316606, 0.7113252971738091, 0.7607258222854321, 0.7821876742126059, 0.6658652482515942, 0.7142401314157403, 0.6570522703200588, 0.6462912182247417, 0.6321421763773679, 0.6248510381952379, 0.6140464478991432, 0.661821150286598, 0.6046643434768216, 0.6613601301872687, 0.623880431001778, 0.629107698157898, 0.6112346046059955, 0.641903997689526, 0.6440252839672956, 0.6397914542942179, 0.6576656950428971, 0.6734003581099586, 0.6248343175571927, 0.6311230277248997, 0.627382999348562, 0.6201120785660181, 0.6242314833306939, 0.6386245607871827, 0.6282415095729141, 0.6266915117658833, 0.611483517850135, 0.6101910976755409, 0.6188806803806759, 0.6243852322615451, 0.6226884126188816]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidential_Config,9,"[0.8931836880140935, 0.8635743507408525, 0.8696925053688718, 0.8649956280711527, 0.8435405912995735, 0.8263184914676084, 0.8018539817129442, 0.7839232979022438, 0.7844961856090598, 0.8375238125293522, 0.795100609982664, 0.798885395530547, 0.812567655136386, 0.8362729137548666, 0.8812080650389258, 0.8559888140568296, 0.8661968355699096, 0.859231877870504, 0.851519791544656, 0.8729731599297036, 0.8794956273151208, 0.8449267718634981, 0.907183081878325, 0.8638822894304802, 0.9209414342544956, 0.726892255892921, 0.817124463188541, 0.8491632120591986, 0.8941764960863972, 0.9345994077247972, 0.8232077420767974, 0.8100384112009773, 0.7458252616867863, 0.7354387724230977, 0.7656487275286203, 0.8587857986200128, 0.8753807471198064, 0.7285272050826419, 0.738980854100293, 0.7713305716057415, 0.7323850487453167, 0.7471014999439823, 0.7597219544631962, 0.6818999173259753, 0.7331204327387962, 0.7179425641107445, 0.6910689579785078, 0.674810673244979, 0.7027200896420636, 0.6671821811961998, 0.6725546297314994, 0.6343302334388433, 0.7243070872100495, 0.677488280341117, 0.7400671414887137, 0.6896991207794974, 0.7002598516630322, 0.688305437428642, 0.6941492761326999, 0.6808828595692158, 0.679193447557197, 0.6752402992853397, 0.7085129713158494, 0.6817284392663853, 0.6765851261299932, 0.6701030606114127, 0.6787404804591761, 0.704708390052536, 0.6749280864379157, 0.7024281560802352, 0.6991712301141606, 0.7041307156561133, 0.6742214651173553, 0.7200738637104781, 0.7185194164356825, 0.6429404952691791, 0.66857819390798, 0.6872383226094405, 0.6796047374402314, 0.7000113341676376, 0.6392363316476244]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,0,"[0.718554365940027, 0.7694125730976454, 0.7443029145368165, 0.7207439666335091, 0.6947786081183389, 0.6857562586557119, 0.6786333681030376, 0.6876523793990398, 0.698882240678703, 0.6712574701272099, 0.6839132022341216, 0.6910990775539129, 0.6955641316679305, 0.6843006004595961, 0.6869862272427832, 0.6996562587474502, 0.6661576184254728, 0.6922610541126056, 0.674451638387337, 0.6461435330996025, 0.6590196770491794, 0.6701661276152643, 0.6634654734704104, 0.6371787253989751, 0.6436700438328092, 0.6891482624664775, 0.6452826754063791, 0.654989585742471, 0.6861490812529174, 0.6520844746803912, 0.6444921901671856, 0.643564014756845, 0.685851197197021, 0.6577950238944593, 0.6163309417170064, 0.6513971908783228, 0.6047780082589078, 0.6192770555528244, 0.6147862600302424, 0.622799269476977, 0.6037025128035131, 0.6004500816466193, 0.6056935639960869, 0.5983859220628626, 0.6191983056206941, 0.6157732061933554, 0.5867927204006841, 0.5736620663512176, 0.5900948583786012, 0.6278560448264746, 0.5832540453094331, 0.593628065998311, 0.5948318216870337, 0.5754009885078647, 0.6109002958605231, 0.5885326185466925, 0.6100625968426358, 0.6020527667819292, 0.6299802681640042, 0.6455637553272737, 0.6274237271556855, 0.6370019647022224, 0.6158202831570085, 0.5921107682045217, 0.5964577184336748, 0.6044846165497293, 0.5986013922598792, 0.5928433596926321, 0.5983954614197257, 0.6134641923697233, 0.6039809449646734, 0.624083395260843, 0.6088247535346433, 0.6162674915787323, 0.6320139226723744, 0.6195753201731967, 0.5932249105115597, 0.6134107060743746, 0.5866625228844591, 0.5956287176198292, 0.5930871493220521]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,1,"[0.8365922956644235, 0.7055514084305434, 0.688761773270584, 0.7221428777354475, 0.7271467159187103, 0.7200881634319659, 0.6738225531608957, 0.6789891122867843, 0.637367872912599, 0.708534551509002, 0.6553100811741392, 0.6650630913626544, 0.6590332823920073, 0.6484777500716413, 0.6818987342427217, 0.6579080166793324, 0.6822961519219582, 0.6796048643659991, 0.6635351245278844, 0.6576250767985412, 0.7336902028223183, 0.7163839370428545, 0.7089429824492753, 0.6920149792619112, 0.719111412758795, 0.6957125572412013, 0.7647132981605644, 0.6828201166518831, 0.7230893905408882, 0.7132159984628988, 0.6515309747619267, 0.7917159244977268, 0.7023403712714148, 0.7211631110703066, 0.7411304936767883, 0.6904083658991899, 0.6823198444044067, 0.6708516932060288, 0.6416516170033884, 0.7820696271948971, 0.7505773211539187, 0.6918473980192144, 0.7279929291092941, 0.7123272596235765, 0.7092869284736665, 0.6529722506022081, 0.6573910630548931, 0.7266538548579903, 0.6304816602512667, 0.6665785275611362, 0.6217784375965484, 0.684583252000726, 0.688088681208556, 0.6947585538572424, 0.6532237642906863, 0.7512775516249341, 0.7008815183529536, 0.6516728580982657, 0.6300663128213045, 0.6168514006059237, 0.6155793328855239, 0.6117136893823582, 0.6346544426259169, 0.6325596411643275, 0.6302182640873762, 0.6275263427685316, 0.6399811035849613, 0.6304742583912127, 0.6383155718678817, 0.6143038726883191, 0.6063527851624924, 0.6197151213722422, 0.6637858452624791, 0.6412910678855581, 0.6537045408852129, 0.6223947224341188, 0.6084038311792309, 0.6551401601300303, 0.613226909732095, 0.6374392769696735, 0.629501028066536]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,2,"[0.8602614224822813, 0.697275966639254, 0.7050061972325513, 0.7175420052617127, 0.6776162146633837, 0.6664391221784082, 0.653927337980585, 0.6564508768791535, 0.6733562524855098, 0.6702000304638087, 0.6711256908793537, 0.6780929282486238, 0.6761783106024343, 0.6673388832169413, 0.7313575741659811, 0.715629182179315, 0.721058548107091, 0.7394977006376355, 0.6827693839744315, 0.7102536920636797, 0.692336625021534, 0.6728964871875825, 0.6839245313896016, 0.7147943234623305, 0.6489190590812159, 0.6626955638273558, 0.6984494263060295, 0.6833479093168132, 0.7088961369051926, 0.7133116095553012, 0.7261143581575804, 0.7139502153924335, 0.7213236947015397, 0.6819450104001237, 0.6912290495343446, 0.6948074973443743, 0.6919595217458752, 0.7165219615326628, 0.6164903568582548, 0.6207744065444886, 0.6934080351556166, 0.6809707553136319, 0.6132406177623406, 0.6594059795091018, 0.6145178038569733, 0.6550421694572874, 0.695657450082919, 0.659428628842155, 0.6380658265854038, 0.628913833617054, 0.6279140484874847, 0.6413735654422069, 0.608150232315618, 0.6054893559580767, 0.6107863276123668, 0.6151048197847818, 0.5978032122188435, 0.5868224489624276, 0.6157425144436451, 0.6184251869455604, 0.615630003141478, 0.6163042055645548, 0.5995540203681271, 0.6222487008998772, 0.6052996054496707, 0.6154984179860414, 0.6187291843723919, 0.6234796889732651, 0.6213331145526376, 0.6248200174526467, 0.6144846302678705, 0.6144911163203947, 0.6200871268191677, 0.624280034431845, 0.6309034099317175, 0.6141011102532863, 0.6076867795040434, 0.616342557943266, 0.6148220068397906, 0.6141529781134666, 0.5992377595424487]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,3,"[0.6558261421632446, 0.6338347810958829, 0.6305056864490065, 0.6461259066801127, 0.6546246151267828, 0.6410588564725899, 0.6411685132397988, 0.6503112719212054, 0.6485683752573936, 0.6456848258472654, 0.6453549328140462, 0.6572995354997333, 0.6540807846021839, 0.6639001082990962, 0.6453652589780797, 0.6403848766949829, 0.638746471051688, 0.6337617715458724, 0.6261822178024272, 0.6515648005553552, 0.6203803707733371, 0.6353471667811587, 0.635770735823203, 0.63430902082526, 0.6249268012379688, 0.6355901703813892, 0.6289494606920494, 0.6446607108975817, 0.6430265320664894, 0.669350081624709, 0.6972542548712395, 0.6471942823004516, 0.6587085740864618, 0.664450192490293, 0.6741655469470579, 0.6826515287188283, 0.6361132190881105, 0.651652382409829, 0.6153740477146483, 0.6618648669409948, 0.5972464824213746, 0.6585540808807515, 0.6189806099161637, 0.6675111580219346, 0.620470604916669, 0.6494463158363237, 0.6900004525898293, 0.6710838500432496, 0.6740412899155076, 0.705194228650452, 0.5973506481964305, 0.6014769148845095, 0.598501500145717, 0.6127994370424634, 0.6545877205792229, 0.6171650461268989, 0.6049111620217685, 0.5904667959284459, 0.5661693046420916, 0.5616899994008754, 0.6030595048923053, 0.5613077751514404, 0.5596384326768359, 0.5716468501140421, 0.5687354849001617, 0.577892188493004, 0.5695830069431924, 0.571292480757176, 0.5637830510426731, 0.5573295173119334, 0.5553284848258824, 0.5890128010224632, 0.556882079855721, 0.561227078421502, 0.5756526257169782, 0.5578746170294717, 0.5570401324659447, 0.5651238932076944, 0.5523640812607336, 0.574342628412484, 0.559391161681425]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,4,"[0.8079920697259687, 0.76163503142706, 0.6717061830384571, 0.6898682110963696, 0.6773583971499063, 0.660792254525131, 0.6631590098139477, 0.6741982192378951, 0.654900961097319, 0.6515648304991871, 0.6512854689135037, 0.6568777863173205, 0.633296639614916, 0.6336062872429847, 0.6333649712760651, 0.6289694492574041, 0.6801878908975905, 0.687710252322054, 0.6275038695260908, 0.6641178787686581, 0.6224828709271043, 0.6041399700582031, 0.6320822837198009, 0.6512286142414118, 0.7047723486444599, 0.6194167468544636, 0.6306849352329801, 0.6874652459471647, 0.6793025913803522, 0.7040848965756566, 0.7357753178364045, 0.6128148829228546, 0.6231229132103683, 0.7144326968078434, 0.6541786095272689, 0.6587409023575803, 0.6336555618395786, 0.6960424402442258, 0.6221156295897456, 0.6604862149551743, 0.6526109511896065, 0.713564199873381, 0.7009605881870721, 0.6775043706669392, 0.6346986467158947, 0.6306342287330807, 0.7053925719514544, 0.7258060526268264, 0.724550921539837, 0.7407144412746319, 0.6191295555396319, 0.7192971058018367, 0.6492146089230227, 0.7178504959331591, 0.7298037563327173, 0.6801688371805604, 0.6909639394873145, 0.6186029809876492, 0.6409488558825073, 0.6653882899667198, 0.6326583512497802, 0.6476534936494579, 0.6471840613900623, 0.6434908302297886, 0.6936504203714311, 0.6842838223287186, 0.7262511517823003, 0.6571693755006509, 0.673710494881959, 0.6108642698786089, 0.6829672382095637, 0.6143453961397366, 0.6744650055184085, 0.6496023665383946, 0.6694116436480793, 0.6815519101520376, 0.7571750749460893, 0.6687172325589955, 0.6366542242168893, 0.6397968449411474, 0.6077087117514697]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,5,"[0.8417883783090476, 0.8842408999200014, 0.8842696870007238, 0.8269794569096882, 0.8266115829574567, 0.7976188408408529, 0.7759416771425919, 0.7624957228311867, 0.7884930527598236, 0.7433808671264085, 0.7767630099038968, 0.7531164044912295, 0.7280484417492797, 0.7543264698216565, 0.7382558040608328, 0.7218645248800021, 0.7573583915864833, 0.7585601617882612, 0.7383695573541265, 0.7074255697677079, 0.8069323199948837, 0.7646183718022576, 0.764972507347451, 0.7974155322025167, 0.8231637074241761, 0.7172476957247585, 0.6971571066441176, 0.7392242186821768, 0.8163836846777187, 0.6775626679243935, 0.7434111645817673, 0.7769490766181548, 0.71281771996573, 0.792020658001583, 0.7958098615163036, 0.7967796809113393, 0.769439938793156, 0.7334617185965593, 0.6335775376933636, 0.7341274207016757, 0.7833339933433099, 0.7207099106800984, 0.7263483489655528, 0.6386526102271846, 0.6928222113545054, 0.7028725504386532, 0.6784241262027613, 0.6378212416790808, 0.6225293282136735, 0.72652291394178, 0.6145303957163817, 0.6676322813443749, 0.6359891731736296, 0.6398404498618588, 0.6338153233331701, 0.6158336611936589, 0.6699876020479041, 0.622676109779118, 0.6052529721094856, 0.6128304091571948, 0.6586627503352849, 0.62206414552851, 0.6755981250324801, 0.6347426494658506, 0.6478086963609572, 0.6486262019296003, 0.6810206212857595, 0.6524798197216083, 0.6593506757050265, 0.6419054247154349, 0.6327756022277454, 0.6409519151465611, 0.6300446166990664, 0.6172570452339657, 0.6328562182414887, 0.6020369293867341, 0.6064157293026792, 0.6140704722870053, 0.6312823550406687, 0.6432144615738582, 0.6223440614814163]"
8,rmse,active,human_liver_microsome_stability,scaffold,DMPNN_RegressionEvidentialAleatoric_Config,6,"[0.7045085299954994, 0.6673588650293777, 0.6866421012501928, 0.6507145416193013, 0.6541841186222023, 0.6456868828681473, 0.6416456325377731, 0.6434557813886985, 0.6528848794168326, 0.6601687454259887, 0.6507923957388938, 0.6602789198144644, 0.6478425428789295, 0.6482491773075186, 0.6500856676943325, 0.6786448206054925, 0.6864871929268787, 0.6574561872284262, 0.7118505448303419, 0.6300697817040517, 0.6788071705477018, 0.7224459411739234, 0.681278953133745, 0.6690700178803758, 0.6789367787769296, 0.644947616481201, 0.6762354542280822, 0.6714494110262942, 0.6493258284181191, 0.683240092959453, 0.668795471994536, 0.6739879964321146, 0.6408386179723594, 0.6752765388234829, 0.6492097451970265, 0.6650662549011352, 0.6431490461018803, 0.6233539404830096, 0.6293946698929722, 0.6045718873740601, 0.6195029674287018, 0.6030297453715615, 0.5884515924823847, 0.5732890833576006, 0.5865828385719872, 0.6133544470967006, 0.5917609245670894, 0.6013274700602562, 0.633534780103039, 0.6521020273547187, 0.6032776540978418, 0.5979679097210425, 0.6326456788414624, 0.6323940931082316, 0.6294096015480908, 0.6217108054804068, 0.6154314239316445, 0.5702044502888, 0.589979779221489, 0.5706122012933071, 0.6020360483089788, 0.6012696625175596, 0.6034822431229618, 0.5873786515592502, 0.632633320488812, 0.616630175424384, 0.5898592701992733, 0.5771887896290826, 0.5990103536526897, 0.5750871091254288, 0.5857777043661285, 0.6332506585460572, 0.6125500581294674, 0.5865429835271907, 0.5972294689050088, 0.5925621190825181, 0.5871015392818448, 0.5812620246953837, 0.6078559252088279, 0.5912073611117774, 0.572663219234651]"
