batch_size,metric,learning_type,dataset,split_type,model,seed,traj
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,4,"[1.6013744368014695, 1.1775043498326505, 1.142939497803773, 1.1180359375764406, 1.0933787376751811, 1.0923617267687, 1.0847076158501354, 1.089210637272783, 1.0999088130355033, 1.0955595619897005, 1.095396423346222]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,4,"[1.0902992843726311, 1.0937679783986771, 1.058258305533317, 1.099008039780427, 1.0757770227552177, 1.1813716990105996, 1.1889566949370065, 1.1616665896127418, 1.1698246124289315, 1.126680013009627, 1.0858855339385105]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,4,"[1.0902992843726311, 1.1890394556354378, 1.0856494915590802, 1.0369475953997098, 1.0123012158775682, 1.017449959876039, 1.0631886250689075, 1.0527210217199705, 1.0591188939929184, 1.0507648042296869, 1.048770850102312]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,5,"[1.2002692164956923, 1.383433617460686, 1.375331306217091, 1.3567519687089495, 1.2630744178515387, 1.2138191335323434, 1.214226457053057, 1.202330997697487, 1.1963320221557805, 1.2047163888482275, 1.199368624824035]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,5,"[1.2002692256605323, 1.1042518302955533, 1.1440688195989726, 1.0752254286847829, 1.0529232906205548, 1.0503299798721104, 1.0782692153910365, 1.0593187836781977, 1.0467177802782734, 1.0381356694584476, 1.0277039299646418]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,5,"[1.1694511816842448, 1.2409769323332196, 1.3174987302041117, 1.28994494315269, 1.0985676626903371, 1.134644061399501, 1.1458960711907649, 1.1297705323338376, 1.1621050390690502, 1.1465750956581862, 1.1635239082120374]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,5,"[1.1694511816842448, 1.2187629423495034, 1.1092527883931498, 1.1375982783624463, 1.1166102296425469, 1.0820054009415294, 1.070211596653881, 1.062710537912572, 1.0603720831498722, 1.0558924949214583, 1.048206318902715]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,5,"[1.2746822998432756, 1.6056491845478789, 1.446080496565416, 1.41024067014957, 1.3337868011220038, 1.3399217701657726, 1.1382480523301843, 1.1040256948058709, 1.0669073524582948, 1.024480538303672, 1.0157262019255109]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,5,"[1.27467995370456, 0.8831897174909845, 0.9276601013618464, 0.9330127731851772, 1.0216976545822014, 1.0491098973734916, 1.1155578572097409, 1.0996457614616684, 1.1475229089789412, 1.111983749571443, 1.0618153682592602]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,6,"[1.2252661958544266, 1.1061383868008012, 1.147733600683008, 1.0715224336116416, 1.0815545558181583, 1.082320113114111, 1.0991032184180125, 1.0962073520451925, 1.0809956622351102, 1.095296211599642, 1.0874186075546544]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,6,"[1.2252661958544266, 1.1162901272438, 1.0971441751144348, 1.0867635280964332, 1.056557780220515, 1.0589748717466294, 1.059891217475325, 1.0599728555157817, 1.0767728004488188, 1.0495601545506643, 1.0319251140091674]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,6,"[1.7432737774200375, 1.3830202109130658, 1.1512537223620007, 1.150242215067808, 1.1239071087461674, 1.1366508580445658, 1.1432563604878003, 1.1587790373519111, 1.189965184625232, 1.2089668013478545, 1.1864072182241965]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,6,"[1.7432737774200375, 1.240396883046794, 1.209802780479608, 1.1406038046258375, 1.11192121995058, 1.0803777555268768, 1.078461914825433, 1.1291327860938027, 1.1159802343782572, 1.1052577229727618, 1.0981564852169423]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,6,"[1.7218908498110628, 1.3832333467330151, 1.115191882089802, 1.1288441135144396, 1.0991006134822938, 1.0882289115310548, 1.092979424830199, 1.081431099278466, 1.0856071981560722, 1.085902571409021, 1.076789544476898]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,6,"[1.7218908498110628, 1.2490484704352331, 1.089036627218462, 1.0684849223445645, 1.0986220302021912, 1.0955414454722745, 1.09976491868412, 1.086820279538375, 1.0809733295570916, 1.0744173165547073, 1.073129167771952]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,7,"[1.1130253637051113, 1.4071198922903512, 1.127771079139546, 1.0996801127381186, 1.1295049968194524, 1.1583289905469063, 1.1650296546504584, 1.1431645123401812, 1.0985269610804096, 1.079960295891899, 1.0589294762014765]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,7,"[1.1130253637051113, 1.166307336198797, 1.0428507263622055, 1.068695246988652, 1.06523245660842, 1.0558645683923236, 1.068246076025786, 1.0632860974139766, 1.041328278402428, 1.0343766910900858, 1.033179186141143]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,7,"[1.224256891023638, 1.1368912524446846, 1.0607058033261534, 1.02781397492397, 1.0198313690777434, 0.9781459878130452, 1.0112258786407988, 1.032334719262597, 1.03757582978513, 1.017322510959528, 1.0230060450514509]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,7,"[1.2242567015581818, 1.108332662214376, 1.0532373253694025, 0.9715972420316455, 1.0009115201196528, 0.9626674667428388, 0.9544996718777916, 0.9633873587925672, 0.9609533071716672, 0.95380254242811, 0.9677182587982592]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,7,"[1.3975983620968924, 1.3454722384573707, 1.158328642198652, 1.2139294743154214, 1.1832832825813595, 1.1390611214686823, 1.1653006645262856, 1.1888392898483946, 1.1990001085462296, 1.2103832671439512, 1.2203908879440122]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,7,"[1.3974728415963904, 1.4717631439109706, 1.2251692883099532, 1.170096562689853, 1.185408164101929, 1.1291467231177794, 1.1138275545096463, 1.1003895836373987, 1.122010900368289, 1.1226699742058812, 1.1242714762417452]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,8,"[1.1456406327087865, 1.1475142021188616, 1.121071592749062, 1.2338971553194191, 1.1723651440963827, 1.219913782222205, 1.1514599589826, 1.1496942031071151, 1.1300681999271496, 1.1495563871773933, 1.155539556420969]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,8,"[1.145726614742364, 1.1772706824227033, 1.2514307328640748, 1.2420792377567798, 1.1741684650938204, 1.1187723864319026, 1.1288461856390353, 1.109253173737263, 1.0781539387692805, 1.079911274615137, 1.078353302274187]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,8,"[1.1262323539492536, 1.1876692743863688, 1.234400244184477, 1.1524490077082443, 1.1407480734382562, 1.1635759672177972, 1.1574626701032904, 1.1264440259795383, 1.1474948963416534, 1.158778279951607, 1.159961806069892]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,8,"[1.1262323539492536, 1.1423751563928304, 1.1870405118897411, 1.1418726064916884, 1.1665586399904129, 1.12918627905733, 1.1242747275015044, 1.0819581145872863, 1.0916451950150383, 1.0793123324654716, 1.0836584787105925]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,8,"[1.395080301950364, 1.1784558232014315, 1.1999629754002443, 1.1931193849592434, 1.1293404387945598, 1.232744638328555, 1.214759405245503, 1.1694777349326748, 1.1748344867622142, 1.16360603205323, 1.1790934062540754]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,8,"[1.3950801474132075, 1.0575636346007165, 1.063670198595733, 1.054771101115127, 1.0303158862457524, 1.0476081703524305, 1.0713451944654195, 1.0979861500227723, 1.0706932620294558, 1.078070874973042, 1.098175833837605]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,9,"[1.4374922551916822, 1.1976808050345742, 1.2154828561741595, 1.1742174740414215, 1.207362774112527, 1.1764349604162136, 1.1706135159617237, 1.2032616159247345, 1.216304306786498, 1.2039384967687838, 1.2054843276346854]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEnsemble_Config,9,"[1.4374621148598354, 1.2728266536793504, 1.195049517272851, 1.1086233955843363, 1.1122481928099943, 1.1161919324400935, 1.1151598223260166, 1.051117553822191, 1.0567844798056183, 1.0440977439811912, 1.0418775116575647]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,9,"[1.1570704998974048, 1.3446981415584252, 1.1678089486107104, 1.027036495557047, 1.0477104907915682, 1.111099138933101, 1.122308805084849, 1.166098818153473, 1.1663120662530029, 1.06719862873138, 1.045937345882581]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEnsemble_Config,9,"[1.1570704998974048, 1.1890823408753737, 1.0754089642314986, 1.0630921608297723, 1.0717232650148054, 1.0049937936703175, 1.004576982052095, 0.988836939834862, 1.0063640045555764, 1.0084847100153345, 0.9957548915858012]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,9,"[1.010628434589967, 1.2678101436291038, 1.1009589180058943, 1.0792694028370446, 1.0868493122648806, 1.1383399100977232, 1.1337648560836455, 1.1785842532702748, 1.127649484592382, 1.0180216271790443, 1.0212453326443658]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEnsemble_Config,9,"[1.0110151086695416, 0.9687019753752408, 1.0850474807747192, 1.0702920002933556, 0.9721149254786546, 1.008300702014463, 1.0313562952012076, 1.009877175212262, 0.9998691638723388, 0.983475508005912, 0.9835421130274292]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,0,"[1.3387891092504778, 1.308341664745081, 1.2916055369832178, 1.0727610288546314, 1.1600281478671304, 1.142996395136667, 1.0830624175221029, 1.0493225482505386, 1.0416452742389175, 1.0616263650481013, 1.0369910946631713]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,0,"[1.3387891092504778, 1.0782528153787294, 1.075090502639716, 1.022100924041742, 1.0144474566015642, 1.0208384603861262, 1.01584439638388, 1.019066969325725, 1.0315632633910474, 1.0067458754819267, 1.0143296674111384]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,0,"[1.1494777329429609, 1.1313729383641138, 1.114392621081264, 1.0895380230864855, 1.0868368621186184, 1.1020584876799722, 1.0930228362028367, 1.1131922743184093, 1.0880988868800587, 1.1062777345066237, 1.0841644325174913]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,0,"[1.1494777329429609, 1.0832368016259109, 1.1338783038614255, 1.1344136386325585, 1.0954967744832416, 1.0839545284137713, 1.0891179376631606, 1.0959277934058085, 1.0698521753139016, 1.0582067655651082, 1.0615894848268963]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,0,"[1.4074102146380207, 1.1799294122326554, 1.2262540220485962, 1.1210945023830572, 1.1190397734410538, 1.13146685984227, 1.1064948472124736, 1.1311828452397883, 1.0795492524935766, 1.019309990006273, 1.0318754554438123]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,0,"[1.4073913128458184, 1.308363050319116, 1.3084766693657448, 1.2939417650022562, 1.224450648813266, 1.1838338750430175, 1.1692172637309373, 1.119502252214973, 1.151514772649566, 1.1750270801434286, 1.1500352745378672]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,1,"[1.3934633886836545, 1.5127026075804193, 1.2273868027351615, 1.2018664794372875, 1.132520965841964, 1.114420577958636, 1.1149677837026624, 1.153167196228705, 1.178053919610564, 1.2168010935933515, 1.1253603052628975]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,1,"[1.3934633886836545, 1.2371580443779575, 1.0869441223726566, 1.1212180122180426, 1.074177696021505, 1.0732050833872933, 1.089896162646632, 1.0659649939326323, 1.0564518596318306, 1.040102053318553, 1.039087480738776]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,1,"[1.237995825716672, 1.053144936710813, 1.2079149768916533, 1.086409817151482, 1.003940826735658, 1.015551721975389, 1.017874867075906, 1.0374560343746286, 1.043736877539592, 1.0550003115016229, 1.0441796490014903]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,1,"[1.2379909092923302, 1.1692481229878762, 1.0824565511317394, 1.119271103548515, 1.0919108742329229, 1.0701718114162304, 1.0578283192130922, 1.0537944368566303, 1.0253067155728484, 1.0265655676530838, 1.0386472899263914]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,1,"[1.281937003442973, 1.4362212837010908, 1.2085620940407853, 1.2464965388205471, 1.189055357018063, 1.0915654623935762, 1.0588948327284948, 1.0640772148980782, 1.059661575966543, 1.0750956697525331, 1.0646730243619158]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,1,"[1.2819341210078317, 1.047357091856874, 1.0350053014946303, 1.0408602771633175, 1.031216145567673, 1.028726064088869, 1.0150776250821971, 1.0215237618669688, 0.9987245751569684, 1.0002266303898757, 1.0147278871444934]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,2,"[1.2259414687552872, 1.4680825222180205, 1.095803737871039, 1.139723902723314, 1.1304003042658777, 1.1260184942114846, 1.1308252982579603, 1.2568943139776276, 1.2077130547859345, 1.1851314259496433, 1.115323541592908]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,2,"[1.2259414687552872, 1.5852325858325014, 1.1419075458546997, 1.0489961230705656, 1.092815090210047, 1.0998652310356365, 1.1209127815750315, 1.0707663062637698, 1.087363063940081, 1.0678533149317904, 1.0589143996320087]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,2,"[1.4064310535399027, 1.773046368423313, 1.3972547282047014, 1.0871989909364048, 1.046235953654394, 1.0369706830673346, 1.026368550336491, 1.0365170175136411, 1.030527523303355, 1.01407071025595, 1.0122592688126224]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,2,"[1.4058766361797206, 1.285530915244316, 1.338808807453671, 1.1581727875846572, 1.0807229338421034, 1.0736379678632435, 1.009654765720559, 1.0360013345178072, 1.0028106437901194, 1.0068899641008031, 1.0150904430005845]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,2,"[1.8527499223702173, 1.572076119586774, 1.5516361778484271, 1.4205791677969315, 1.2239786369804633, 1.2846331017560837, 1.2897555241422212, 1.1392399584919777, 1.3334220532437138, 1.192810649061761, 1.163145838827418]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,2,"[1.8528812311045484, 1.432320967259589, 1.2066108336449028, 1.207173887798886, 1.153391641758444, 1.1244483019461506, 1.1290094107555548, 1.12739923024657, 1.1508059317916064, 1.1295648234265536, 1.114450571328398]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,3,"[1.1010629561377658, 1.1925592999201504, 1.1241458600770322, 1.0803146972554452, 1.095354534412478, 1.0728778230963925, 1.074150471403332, 1.0630010628292643, 1.0592166268791636, 1.070137819762799, 1.0537261130082511]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,3,"[1.1010630180373338, 1.2265042118163254, 1.3238545278028406, 1.1408212854526394, 1.1027942182358206, 1.0852390334482045, 1.106576877288556, 1.1264137651311952, 1.108637608229598, 1.0744777362988664, 1.0631344644904324]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,3,"[1.2742971799014395, 1.206133612815958, 1.2192159624190668, 1.218735782690651, 1.2144448895957576, 1.2184329025933385, 1.2162095132581905, 1.2363703907115675, 1.2780774458867632, 1.2421842904094496, 1.213038977920651]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,3,"[1.2742971799014395, 1.134809644396758, 1.1865781664887831, 1.111721201705191, 1.0910428185396734, 1.085772948241791, 1.088936340639475, 1.0801439949772338, 1.0819524768158622, 1.0967345450045711, 1.077697517899555]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,3,"[1.5019045488341467, 1.3332627485066917, 1.3165215583378294, 1.3545756787406686, 1.398415865914315, 1.416561070841311, 1.3863443834699565, 1.365367896292867, 1.2681998571580586, 1.246432711986842, 1.2727026693017254]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,3,"[1.5019061689401632, 1.1531001986526814, 1.121866144311964, 1.1389815405217634, 1.1494757334173042, 1.140626232997122, 1.1665448636714837, 1.2040161811047438, 1.2066369981513316, 1.1968501043677182, 1.1695672786905835]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,4,"[1.6838442919068313, 1.4066404342488237, 1.377602248835632, 1.2665131662157436, 1.1521073891882525, 1.133434139925657, 1.0941407693542629, 1.065301943219895, 1.0601552020758416, 1.0569080985790251, 1.0554915853083529]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,4,"[1.6838442919068313, 1.241073492873807, 1.1551750641476894, 1.0738059954266472, 1.0748705312308773, 1.038289174416857, 1.0389181980152642, 1.0327066460184795, 1.0394236929558736, 1.036972149332222, 1.041844079254474]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,4,"[1.6079167861275294, 1.422120621026136, 1.4782873953874154, 1.1356390331090878, 1.1035919620424235, 1.087480080990208, 1.1102650546384902, 1.1068520492505227, 1.1107233378481949, 1.101584275183287, 1.0904218907261432]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,4,"[1.6079167861275294, 1.1793397717886664, 1.1427514907637282, 1.108103347416119, 1.108390554718923, 1.1070805347577104, 1.1055435227411197, 1.110540451185672, 1.1089319737331775, 1.1168078600745237, 1.1121803292523955]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,4,"[1.091208392755467, 1.1127567776237426, 1.1006141762890975, 1.1650834701852495, 1.1341305910223851, 1.1066387620567963, 1.0956819392516373, 1.0756025716765096, 1.0654683435060093, 1.1244065917973112, 1.0969940370327875]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,4,"[1.091208392755467, 1.1591332162744723, 1.0646734234512394, 1.0387603987627132, 1.0254750108397412, 1.0309265094234787, 1.0644093464879212, 1.044668564780221, 1.0593212305155804, 1.0464927016238197, 1.0381007859327824]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,5,"[1.1998276700965975, 1.4057282415288102, 1.1654318130168326, 1.1812426697555616, 1.144335094451449, 1.1483567602339688, 1.1191081690432103, 1.2096488404799912, 1.204722349906692, 1.1990385884296375, 1.1761081355956895]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,5,"[1.1998276700965975, 1.0956098776720389, 1.0917548061380418, 1.0459486278205408, 1.034880166990524, 1.046956536653202, 1.074517444509148, 1.0627685380528846, 1.0609870074545666, 1.0663121222276428, 1.02320394636211]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,5,"[1.1789242541703258, 1.1668818668707177, 1.2113396392148108, 1.1866048095917223, 1.0882410958808415, 1.0927101210898131, 1.099461876434504, 1.0644257512981332, 1.0708039062426322, 1.0623957828004675, 1.058062539294976]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,5,"[1.178820303223315, 1.2319887600918775, 1.118830486040785, 1.165709248021665, 1.149553585329064, 1.0938024939335471, 1.0786042865672212, 1.1022793215432265, 1.1094471232592036, 1.0666217726045784, 1.0593961906423564]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,5,"[1.2780257716040004, 1.1138369377782291, 1.2189304250322095, 1.3174482326949364, 1.227291927383212, 1.1281978086322937, 1.0133805472388329, 1.01646515399879, 0.993572761165033, 1.008621544119915, 1.0240158158342194]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,5,"[1.2780257716040004, 1.0804458854612775, 0.9504614700906476, 0.9435990868476524, 1.114098743538643, 1.087520032466727, 1.1714656939443908, 1.0063296603774234, 1.202597444525513, 1.1821950968572972, 1.0849085650088617]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,6,"[1.232257383336825, 1.1080338259898836, 1.108152304826785, 1.061931041769003, 1.090116602573726, 1.0802580800048305, 1.0688729500905247, 1.0695113834645305, 1.0641106556441997, 1.0670047779811584, 1.062581527171106]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,6,"[1.232257383336825, 1.1260703484344703, 1.0708039512267873, 1.0630129851828989, 1.051652823154921, 1.0695414495069624, 1.0849790851616443, 1.0748796930043805, 1.0590890787640233, 1.1191501170548166, 1.074603026365676]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,6,"[1.7425170628396802, 1.4144728133976157, 1.4760435215092933, 1.4327767073054989, 1.3482138129147585, 1.336056185081179, 1.2976564709233211, 1.2361442101841198, 1.399783799964199, 1.3299174286900113, 1.222508323333949]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,6,"[1.7425170628396802, 1.2378585881506845, 1.215283462434651, 1.1542411413407117, 1.1309946854935886, 1.110734433551951, 1.108104844595041, 1.1326530871710676, 1.1371421502307737, 1.110099233226428, 1.116059522728172]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,6,"[1.7211804537472006, 1.2640478620401927, 1.456391187679088, 1.3633136425097638, 1.2665630747153829, 1.230191748846042, 1.1276862790691886, 1.084857156609828, 1.2344388142228788, 1.1608278248569783, 1.1273473187721286]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,6,"[1.721466968189891, 1.2728794983701583, 1.1195896526324467, 1.0969297178026212, 1.1075721264185887, 1.11497261686626, 1.1034292199920566, 1.0881150345090458, 1.086167158044733, 1.0887033350889932, 1.0820923930928437]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,7,"[1.1100071331301844, 1.144848222439202, 1.239343439664608, 1.196258968337964, 1.1336942504172018, 1.0950050298780505, 1.0638846868836445, 1.0556406621776375, 1.0461785339202694, 1.1521812867358914, 1.1261971923866132]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,7,"[1.1100071331301844, 1.1178476038019494, 1.0397827094790342, 1.05900284208027, 1.0564263651594898, 1.0470097817175177, 1.0675715144636666, 1.0482969881419613, 1.0377268310305896, 1.0537492369836643, 1.0267243017105194]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,7,"[1.2196365907436637, 1.0039942438610798, 1.0175104305407332, 0.987514000730298, 0.9840781589829456, 1.0017771983826365, 1.0436066640025574, 0.988550226030592, 1.0946967303428052, 1.0530027801386612, 1.062640198015526]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,7,"[1.2196365907436637, 1.038676910450471, 1.0208448059409192, 0.9487129847193826, 0.9516325179203768, 0.9499447096696854, 0.9645864737194204, 1.0227139728749692, 0.974215922673762, 0.9597533550789352, 0.9614066955507]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,7,"[1.3878028336619943, 1.150279698663105, 1.1927626279719394, 1.133061961164339, 1.1028858376881112, 1.0948947256047463, 1.1119511990920283, 1.1053970127731612, 1.108760067072205, 1.1480506101643486, 1.128416237997097]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,7,"[1.3878028336619943, 1.4082805961389055, 1.2212653153950932, 1.1628328643137218, 1.1732954024496085, 1.1136921604722558, 1.1091581820503962, 1.1172709465586024, 1.1280206672243978, 1.1407440486034657, 1.1374021084913046]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,8,"[1.1847475031106611, 1.202755384410588, 1.2658574656171044, 1.326549075679907, 1.355715552662436, 1.2521907055639503, 1.146903102121852, 1.2808147465168325, 1.2207227852814857, 1.1886616813993898, 1.182489154472095]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,8,"[1.1847475031106611, 1.1545479686070812, 1.2540314161847843, 1.2416351322177288, 1.186552962656516, 1.1226977217758884, 1.1284809848457342, 1.1356689524394703, 1.1019477867373342, 1.1343960413246537, 1.085430996246178]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,8,"[1.1445580169841754, 1.1113809655164455, 1.1678931165108837, 1.130793001322692, 1.117753291311348, 1.121839813494914, 1.1056116070423798, 1.2195381963265657, 1.1338642072903045, 1.1129006324774215, 1.1150138113001733]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,8,"[1.1445591651171108, 1.149092645914398, 1.1040622472567534, 1.082811966064797, 1.0877409411300656, 1.078823331994052, 1.0893080045883212, 1.09086576347276, 1.0934028303568304, 1.0792968658388398, 1.08566071278052]"
8,rmse,active,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,8,"[1.37364607750024, 1.0439673406004966, 1.449282176848915, 1.3160216691712878, 1.264006688176007, 1.2815258035971309, 1.3075490482543486, 1.2261011835762317, 1.279391313422071, 1.3579116514780152, 1.2857092268317698]"
8,rmse,passive,CHEMBL219-1,scaffold,DMPNN_RegressionEvidential_Config,8,"[1.37364607750024, 1.0323022751680633, 1.1201515513709197, 1.130663436951731, 1.1067690717476506, 1.1175219801220562, 1.142507944560524, 1.161110318105876, 1.0860687440841803, 1.145178769323441, 1.1384245928970471]"
8,rmse,active,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,9,"[1.4120763386199413, 1.2803312780504377, 1.2088702533182072, 1.2489157815275045, 1.2384494081977375, 1.1532074497166362, 1.1056028466928831, 1.1061444011627208, 1.0674904172618032, 1.1031898643371203, 1.1162258165864625]"
8,rmse,passive,CHEMBL219-1,SIMPD,DMPNN_RegressionEvidential_Config,9,"[1.4120763386199413, 1.2454653730711025, 1.1617169233879177, 1.0858363031541949, 1.0735488625460663, 1.0621556239693577, 1.0668243473281551, 1.049478728907409, 1.0562325331403666, 1.043647551594739, 1.0388632367497277]"
8,rmse,active,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,9,"[1.158282956247827, 1.2650515952229258, 1.144131598778569, 1.127919036204538, 1.0543200239289354, 1.0232618875027533, 1.0224573636429717, 1.0261246100343018, 1.0299007907006117, 1.024549701094118, 1.0176136012513062]"
8,rmse,passive,CHEMBL219-1,random,DMPNN_RegressionEvidential_Config,9,"[1.158282956247827, 1.207243981376499, 1.0812964820670985, 1.045701149766432, 1.0274948362922014, 0.9972015112577564, 0.9962825015856016, 1.0334466742611743, 1.004731034064312, 0.9925057989744038, 0.9884831903813042]"
